txn_id,sender_id,receiver_id,amount,txn_type,txn_timestamp,channel
TXN0020734,ACC0003349,ACC0003219,246.74,P2P,2026-08-03 02:19:46.973517,INTENT
TXN0007176,ACC0002218,ACC0000341,2300.2,P2P,2026-08-03 02:19:53.385937,UPI_APP
TXN0043059,ACC0002746,ACC0003316,1158.31,P2P,2026-08-03 02:20:11.347557,UPI_APP
TXN0045653,ACC0004212,ACC0000857,884.34,P2P,2026-08-03 02:21:13.596598,INTENT
TXN0041709,ACC0000615,ACC0003412,608.92,P2P,2026-08-03 02:21:28.475735,UPI_APP
TXN0016659,ACC0002051,ACC0000730,2790.17,REFUND,2026-08-03 02:21:54.283023,INTENT
TXN0034471,ACC0003173,ACC0004144,287.57,P2P,2026-08-03 02:22:09.722667,UPI_APP
TXN0030497,ACC0000754,ACC0004297,264.64,REFUND,2026-08-03 02:22:11.916104,QR
TXN0041809,ACC0003097,ACC0002572,1646.25,P2P,2026-08-03 02:22:14.281839,UPI_APP
TXN0008521,ACC0002884,ACC0003785,327.54,P2P,2026-08-03 02:22:18.131020,UPI_APP
TXN0023635,ACC0001026,ACC0000842,209.69,P2P,2026-08-03 02:22:46.163054,QR
TXN0016798,ACC0002567,ACC0001279,515.7,P2M,2026-08-03 02:23:17.095335,UPI_APP
TXN0049992,ACC0003003,ACC0002893,1090.12,P2P,2026-08-03 02:24:04.402961,QR
TXN0029499,ACC0004356,ACC0001285,425.49,P2P,2026-08-03 02:24:10.421610,UPI_APP
TXN0003214,ACC0001347,ACC0002402,1189.37,P2P,2026-08-03 02:24:14.295371,UPI_APP
TXN0034539,ACC0004354,ACC0003690,427.49,REFUND,2026-08-03 02:24:36.407761,UPI_APP
TXN0013538,ACC0003703,ACC0000263,1289.21,P2M,2026-08-03 02:24:51.075722,INTENT
TXN0011394,ACC0003940,ACC0002773,223.32,P2P,2026-08-03 02:25:23.303420,QR
TXN0037447,ACC0004478,ACC0000124,2565.57,P2P,2026-08-03 02:25:40.983843,INTENT
TXN0029802,ACC0003084,ACC0001590,182.13,P2P,2026-08-03 02:25:43.481863,QR
TXN0013076,ACC0001342,ACC0001964,682.76,P2P,2026-08-03 02:25:57.512614,UPI_APP
TXN0019972,ACC0000736,ACC0003245,783.63,P2P,2026-08-03 02:26:06.721531,QR
TXN0006077,ACC0003922,ACC0000490,203.78,P2M,2026-08-03 02:26:14.788608,INTENT
TXN0025833,ACC0003624,ACC0003138,425.21,P2M,2026-08-03 02:26:23.030212,UPI_APP
TXN0024843,ACC0000622,ACC0000501,847.5,P2P,2026-08-03 02:26:23.219014,INTENT
TXN0025144,ACC0001558,ACC0004244,425.59,P2P,2026-08-03 02:26:29.088011,INTENT
TXN0034660,ACC0000367,ACC0001959,6425.04,P2P,2026-08-03 02:26:35.596484,QR
TXN0049913,ACC0000979,ACC0001348,2195.21,P2P,2026-08-03 02:26:39.598792,UPI_APP
TXN0000799,ACC0004229,ACC0002284,238.84,P2P,2026-08-03 02:27:09.610228,INTENT
TXN0017411,ACC0003003,ACC0000348,770.67,P2P,2026-08-03 02:27:10.465628,UPI_APP
TXN0020598,ACC0000133,ACC0002846,1843.58,P2P,2026-08-03 02:27:14.467981,UPI_APP
TXN0018538,ACC0001594,ACC0000218,2027.07,REFUND,2026-08-03 02:27:24.268059,QR
TXN0027644,ACC0003490,ACC0003804,1630.31,P2M,2026-08-03 02:27:25.481729,UPI_APP
TXN0003299,ACC0004407,ACC0000036,719.46,P2P,2026-08-03 02:27:25.918510,UPI_APP
TXN0008235,ACC0004496,ACC0000431,485.41,P2P,2026-08-03 02:27:28.746964,INTENT
TXN0034862,ACC0003971,ACC0003522,206.22,P2M,2026-08-03 02:27:46.713114,QR
TXN0020827,ACC0000987,ACC0003719,505.22,P2P,2026-08-03 02:27:54.176270,INTENT
TXN0041369,ACC0004425,ACC0001444,2473.18,P2P,2026-08-03 02:28:06.854812,UPI_APP
TXN0026566,ACC0003053,ACC0004170,3087.59,P2P,2026-08-03 02:28:09.787007,INTENT
TXN0010302,ACC0004054,ACC0002895,160.86,P2M,2026-08-03 02:28:34.177411,QR
TXN0015683,ACC0004107,ACC0002147,566.09,P2P,2026-08-03 02:28:41.862128,QR
TXN0041576,ACC0000043,ACC0001816,1577.58,P2P,2026-08-03 02:28:46.911578,QR
TXN0009175,ACC0004273,ACC0004418,1468.37,P2P,2026-08-03 02:29:01.784041,QR
TXN0014812,ACC0003373,ACC0002200,227.97,P2P,2026-08-03 02:29:09.459574,QR
TXN0033329,ACC0000399,ACC0003522,169.63,P2M,2026-08-03 02:29:30.531704,QR
TXN0031873,ACC0002313,ACC0004352,1023.96,P2P,2026-08-03 02:29:42.480895,INTENT
TXN0009098,ACC0002252,ACC0001524,118.56,P2P,2026-08-03 02:29:54.072574,UPI_APP
TXN0014964,ACC0000509,ACC0000674,74.44,P2M,2026-08-03 02:30:26.023254,UPI_APP
TXN0005318,ACC0001280,ACC0001270,1236.01,P2P,2026-08-03 02:30:48.190628,INTENT
TXN0007173,ACC0002931,ACC0001698,2215.17,P2M,2026-08-03 02:30:51.633855,UPI_APP
TXN0013244,ACC0003137,ACC0001145,128.24,P2M,2026-08-03 02:30:55.026720,INTENT
TXN0044864,ACC0002768,ACC0001597,916.94,REFUND,2026-08-03 02:30:55.824265,QR
TXN0010344,ACC0003059,ACC0000589,1028.23,P2M,2026-08-03 02:30:59.545023,INTENT
TXN0025135,ACC0001042,ACC0000569,237.11,P2P,2026-08-03 02:31:21.108617,UPI_APP
TXN0033854,ACC0001445,ACC0004347,1362.71,REFUND,2026-08-03 02:31:21.454047,QR
TXN0014557,ACC0001344,ACC0002602,342.56,P2P,2026-08-03 02:31:23.213344,INTENT
TXN0005726,ACC0000683,ACC0001174,972.71,P2M,2026-08-03 02:31:23.655074,UPI_APP
TXN0013870,ACC0001952,ACC0004461,60.53,P2M,2026-08-03 02:31:37.123792,UPI_APP
TXN0042040,ACC0002380,ACC0000065,2003.32,P2P,2026-08-03 02:31:41.854713,QR
TXN0012599,ACC0003307,ACC0001651,6441.24,P2P,2026-08-03 02:31:57.372599,INTENT
TXN0004700,ACC0003311,ACC0004127,422.71,P2P,2026-08-03 02:32:08.821334,UPI_APP
TXN0003201,ACC0001571,ACC0003602,761.21,P2M,2026-08-03 02:32:13.461861,QR
TXN0008704,ACC0003721,ACC0001854,362.53,P2P,2026-08-03 02:32:20.062725,QR
TXN0017736,ACC0000443,ACC0000038,227.54,P2P,2026-08-03 02:32:31.029227,QR
TXN0048364,ACC0001896,ACC0002975,770.12,P2M,2026-08-03 02:32:42.218021,QR
TXN0002686,ACC0001274,ACC0000914,798.55,P2P,2026-08-03 02:32:43.801368,UPI_APP
TXN0001079,ACC0000005,ACC0003799,2248.51,P2P,2026-08-03 02:33:00.783245,QR
TXN0030147,ACC0003479,ACC0004264,3598.2,P2M,2026-08-03 02:33:15.318232,UPI_APP
TXN0039975,ACC0001531,ACC0002456,768.07,P2P,2026-08-03 02:33:17.723813,INTENT
TXN0032683,ACC0000169,ACC0004115,4287.46,P2P,2026-08-03 02:33:24.403246,UPI_APP
TXN0016801,ACC0001578,ACC0000356,257.96,P2M,2026-08-03 02:33:27.543112,INTENT
TXN0040851,ACC0002252,ACC0003803,231.16,P2P,2026-08-03 02:34:36.117316,INTENT
TXN0002837,ACC0003663,ACC0002158,1977.16,P2M,2026-08-03 02:34:56.903653,INTENT
TXN0025538,ACC0000371,ACC0000306,1243.2,P2P,2026-08-03 02:35:01.323327,UPI_APP
TXN0042754,ACC0000504,ACC0001560,256.94,P2M,2026-08-03 02:35:02.095336,UPI_APP
TXN0023066,ACC0003801,ACC0003720,592.39,P2M,2026-08-03 02:35:09.579019,QR
TXN0007687,ACC0004320,ACC0001725,213.69,P2P,2026-08-03 02:35:14.575100,QR
TXN0018550,ACC0001721,ACC0002487,402.78,P2P,2026-08-03 02:35:18.738169,INTENT
TXN0031841,ACC0003960,ACC0000996,301.57,P2P,2026-08-03 02:35:24.130385,QR
TXN0011358,ACC0003176,ACC0002284,2240.75,P2P,2026-08-03 02:35:46.755650,QR
TXN0025360,ACC0000257,ACC0001913,3826.41,P2P,2026-08-03 02:35:49.752722,QR
TXN0033299,ACC0004478,ACC0002853,734.75,P2P,2026-08-03 02:35:59.482984,QR
TXN0036719,ACC0001497,ACC0001981,947.89,P2P,2026-08-03 02:36:09.075485,QR
TXN0001018,ACC0000952,ACC0004257,608.86,P2P,2026-08-03 02:36:12.983361,INTENT
TXN0013626,ACC0000437,ACC0003680,736.29,P2P,2026-08-03 02:36:31.976050,QR
TXN0036167,ACC0001816,ACC0004063,401.83,P2P,2026-08-03 02:36:41.481281,INTENT
TXN0046111,ACC0003889,ACC0001061,1264.09,P2P,2026-08-03 02:36:44.168178,UPI_APP
TXN0014252,ACC0002155,ACC0000530,1738.3,P2P,2026-08-03 02:36:59.654949,QR
TXN0008596,ACC0004322,ACC0001015,1911.25,P2P,2026-08-03 02:37:10.216130,INTENT
TXN0031465,ACC0001961,ACC0000205,387.03,P2P,2026-08-03 02:37:13.017258,UPI_APP
TXN0031417,ACC0001295,ACC0003575,380.52,P2P,2026-08-03 02:37:18.567439,UPI_APP
TXN0030728,ACC0003147,ACC0000700,417.59,P2P,2026-08-03 02:37:18.578381,INTENT
TXN0010558,ACC0003097,ACC0001836,2974.6,P2P,2026-08-03 02:37:21.054035,INTENT
TXN0004294,ACC0001204,ACC0003487,41.68,P2M,2026-08-03 02:37:35.817373,INTENT
TXN0023498,ACC0002203,ACC0001116,413.3,P2P,2026-08-03 02:37:38.353727,QR
TXN0004993,ACC0002980,ACC0001130,499.46,P2P,2026-08-03 02:38:11.067053,QR
TXN0019584,ACC0002715,ACC0001835,1837.76,P2M,2026-08-03 02:38:22.706844,QR
TXN0029020,ACC0001266,ACC0000440,375.92,P2P,2026-08-03 02:39:02.896600,QR
TXN0047055,ACC0001347,ACC0002757,842.84,P2P,2026-08-03 02:39:06.849672,QR
TXN0037618,ACC0001019,ACC0000978,153.54,P2P,2026-08-03 02:39:17.000523,UPI_APP
TXN0029891,ACC0004462,ACC0000768,1381.18,REFUND,2026-08-03 02:39:23.302963,INTENT
TXN0030352,ACC0000397,ACC0001326,345.22,P2M,2026-08-03 02:39:24.961987,INTENT
TXN0030812,ACC0002671,ACC0000451,453.98,P2P,2026-08-03 02:39:27.506735,QR
TXN0018059,ACC0000517,ACC0003579,466.54,P2P,2026-08-03 02:39:31.468241,QR
TXN0041623,ACC0003986,ACC0004471,844.97,P2P,2026-08-03 02:39:39.562490,QR
TXN0009585,ACC0002045,ACC0004002,232.27,P2P,2026-08-03 02:39:42.665375,UPI_APP
TXN0005610,ACC0002576,ACC0000598,2134.37,P2P,2026-08-03 02:39:45.216275,UPI_APP
TXN0021713,ACC0000640,ACC0000797,447.12,P2P,2026-08-03 02:39:45.261106,QR
TXN0030063,ACC0000017,ACC0004195,163.48,P2M,2026-08-03 02:39:46.546450,QR
TXN0012630,ACC0001648,ACC0002407,4154.11,P2P,2026-08-03 02:39:52.184407,INTENT
TXN0047199,ACC0004301,ACC0002163,3159.76,P2P,2026-08-03 02:39:56.213658,UPI_APP
TXN0036088,ACC0003634,ACC0000223,384.34,P2P,2026-08-03 02:39:56.767194,INTENT
TXN0023457,ACC0000356,ACC0002007,1529.89,P2P,2026-08-03 02:40:16.769232,QR
TXN0021582,ACC0002749,ACC0003158,5409.71,P2P,2026-08-03 02:40:18.534765,QR
TXN0015155,ACC0000303,ACC0003112,201.89,P2P,2026-08-03 02:40:21.796259,UPI_APP
TXN0015295,ACC0002268,ACC0004115,575.55,P2P,2026-08-03 02:40:26.474824,QR
TXN0031592,ACC0002990,ACC0002578,595.5,REFUND,2026-08-03 02:40:32.571073,QR
TXN0032332,ACC0001271,ACC0003455,474.29,P2P,2026-08-03 02:40:41.208955,QR
TXN0040897,ACC0004314,ACC0002769,106.07,P2M,2026-08-03 02:40:43.194481,QR
TXN0018981,ACC0001218,ACC0001908,478.88,P2M,2026-08-03 02:40:52.388974,UPI_APP
TXN0004867,ACC0001653,ACC0001181,356.33,P2P,2026-08-03 02:41:21.857679,QR
TXN0001019,ACC0001097,ACC0000766,150.85,P2M,2026-08-03 02:41:26.203745,INTENT
TXN0049453,ACC0000653,ACC0003873,1296.9,REFUND,2026-08-03 02:41:29.377901,INTENT
TXN0007479,ACC0002413,ACC0000040,327.68,P2M,2026-08-03 02:41:43.015561,INTENT
TXN0015493,ACC0001005,ACC0001665,1160.87,P2P,2026-08-03 02:42:01.509155,QR
TXN0016657,ACC0004170,ACC0003346,101.01,P2M,2026-08-03 02:42:18.043887,INTENT
TXN0038643,ACC0000088,ACC0001601,777.89,P2M,2026-08-03 02:42:37.278025,QR
TXN0031432,ACC0000258,ACC0000302,63.87,P2P,2026-08-03 02:42:44.830041,QR
TXN0003541,ACC0001617,ACC0000516,1419.53,P2P,2026-08-03 02:42:45.601065,QR
TXN0005161,ACC0004456,ACC0003869,185.06,P2P,2026-08-03 02:42:46.554658,UPI_APP
TXN0032887,ACC0003822,ACC0000285,285.56,REFUND,2026-08-03 02:42:47.675045,QR
TXN0048566,ACC0000301,ACC0002891,1012.94,P2P,2026-08-03 02:43:15.806462,QR
TXN0048935,ACC0000958,ACC0003321,5523.06,P2P,2026-08-03 02:43:16.267157,QR
TXN0001193,ACC0002297,ACC0001218,1223.99,P2P,2026-08-03 02:43:21.455607,QR
TXN0048264,ACC0001476,ACC0000201,1601.5,P2M,2026-08-03 02:43:21.474537,UPI_APP
TXN0044622,ACC0003875,ACC0002008,261.18,P2P,2026-08-03 02:43:22.752626,INTENT
TXN0032107,ACC0003200,ACC0001766,1067.43,P2P,2026-08-03 02:43:36.615647,INTENT
TXN0006005,ACC0003150,ACC0000184,712.82,P2P,2026-08-03 02:43:51.219609,INTENT
TXN0041445,ACC0003726,ACC0000177,127.04,P2M,2026-08-03 02:43:51.467726,QR
TXN0011084,ACC0000988,ACC0001102,508.26,P2P,2026-08-03 02:43:53.227273,QR
TXN0000688,ACC0003363,ACC0000768,3425.91,P2P,2026-08-03 02:44:02.447318,QR
TXN0038263,ACC0003352,ACC0003403,1376.25,P2M,2026-08-03 02:44:09.800157,QR
TXN0027459,ACC0001499,ACC0000702,702.15,P2P,2026-08-03 02:44:27.228460,INTENT
TXN0041860,ACC0002177,ACC0004105,416.03,P2M,2026-08-03 02:44:47.758716,QR
TXN0036846,ACC0002847,ACC0002107,1383.33,P2P,2026-08-03 02:45:17.503245,QR
TXN0011281,ACC0002689,ACC0001714,1835.83,P2P,2026-08-03 02:45:17.756844,QR
TXN0026276,ACC0003109,ACC0003756,932.5,P2P,2026-08-03 02:45:20.530986,QR
TXN0003308,ACC0002516,ACC0000826,345.53,P2P,2026-08-03 02:45:54.518669,INTENT
TXN0012259,ACC0002129,ACC0003986,1014.89,P2P,2026-08-03 02:45:58.460584,UPI_APP
TXN0034828,ACC0002937,ACC0000535,427.89,P2P,2026-08-03 02:46:02.697433,QR
TXN0037062,ACC0001640,ACC0002771,207.57,P2P,2026-08-03 02:46:15.883554,UPI_APP
TXN0047802,ACC0000930,ACC0002169,1144.36,P2P,2026-08-03 02:47:19.082567,UPI_APP
TXN0004825,ACC0004277,ACC0002083,1045.2,P2P,2026-08-03 02:47:37.051837,UPI_APP
TXN0041290,ACC0001748,ACC0002983,936.42,P2M,2026-08-03 02:47:46.618030,QR
TXN0007101,ACC0000548,ACC0001701,950.56,P2P,2026-08-03 02:47:58.120536,INTENT
TXN0019030,ACC0003194,ACC0001060,291.4,P2P,2026-08-03 02:48:04.755449,QR
TXN0023636,ACC0003871,ACC0001584,1201.49,P2P,2026-08-03 02:48:06.647143,INTENT
TXN0042422,ACC0003807,ACC0001273,136.67,P2P,2026-08-03 02:48:08.158624,UPI_APP
TXN0008518,ACC0000877,ACC0003423,1232.6,P2M,2026-08-03 02:48:11.910586,QR
TXN0018510,ACC0000680,ACC0000089,873.8,P2P,2026-08-03 02:48:13.598205,UPI_APP
TXN0033025,ACC0003706,ACC0003187,2344.51,P2P,2026-08-03 02:48:29.539028,INTENT
TXN0046147,ACC0001263,ACC0002172,794.31,P2P,2026-08-03 02:48:51.561608,QR
TXN0038639,ACC0002798,ACC0003098,807.02,P2P,2026-08-03 02:48:53.998658,INTENT
TXN0017873,ACC0001656,ACC0002786,419.38,REFUND,2026-08-03 02:49:04.116015,INTENT
TXN0022954,ACC0003680,ACC0000842,824.2,P2P,2026-08-03 02:49:21.982749,UPI_APP
TXN0048773,ACC0002067,ACC0000975,205.99,P2P,2026-08-03 02:49:54.428937,QR
TXN0009529,ACC0001236,ACC0001262,204.81,P2P,2026-08-03 02:50:00.159485,UPI_APP
TXN0008386,ACC0001968,ACC0004475,1495.04,P2P,2026-08-03 02:50:11.943900,QR
TXN0000813,ACC0003415,ACC0003575,339.42,P2P,2026-08-03 02:50:16.057893,UPI_APP
TXN0005406,ACC0001761,ACC0001598,1277.87,P2P,2026-08-03 02:50:18.136622,QR
TXN0012382,ACC0003259,ACC0004114,147.83,P2P,2026-08-03 02:50:20.755957,QR
TXN0022294,ACC0004243,ACC0000651,149.46,P2P,2026-08-03 02:50:39.500964,QR
TXN0023588,ACC0001874,ACC0000527,887.96,P2M,2026-08-03 02:50:43.643869,QR
TXN0011960,ACC0001511,ACC0002320,1343.64,REFUND,2026-08-03 02:50:47.077539,INTENT
TXN0012638,ACC0001657,ACC0001778,919.95,P2P,2026-08-03 02:51:14.649830,UPI_APP
TXN0029091,ACC0000118,ACC0000091,250.43,P2M,2026-08-03 02:51:19.196655,UPI_APP
TXN0031695,ACC0004389,ACC0003737,780.68,P2P,2026-08-03 02:51:44.271856,UPI_APP
TXN0041355,ACC0002914,ACC0004378,269.21,P2P,2026-08-03 02:51:46.931194,INTENT
TXN0003608,ACC0002000,ACC0000874,1369.86,P2P,2026-08-03 02:51:51.172423,UPI_APP
TXN0008921,ACC0003104,ACC0002511,629.21,P2M,2026-08-03 02:52:08.258457,INTENT
TXN0035167,ACC0003467,ACC0001200,627.66,REFUND,2026-08-03 02:52:23.026662,UPI_APP
TXN0026913,ACC0002476,ACC0000741,292.45,P2M,2026-08-03 02:52:24.120581,INTENT
TXN0014010,ACC0000766,ACC0004325,272.2,P2M,2026-08-03 02:52:33.456694,QR
TXN0027742,ACC0002748,ACC0003702,271.93,P2P,2026-08-03 02:52:33.905738,UPI_APP
TXN0018348,ACC0000144,ACC0001067,696.52,P2P,2026-08-03 02:52:35.155790,UPI_APP
TXN0045299,ACC0001155,ACC0001429,1550.96,P2P,2026-08-03 02:52:47.850434,UPI_APP
TXN0011652,ACC0002183,ACC0002500,1257.78,P2P,2026-08-03 02:53:20.890491,UPI_APP
TXN0043726,ACC0003118,ACC0003832,867.25,P2P,2026-08-03 02:53:25.146825,QR
TXN0049561,ACC0001403,ACC0000446,286.49,P2P,2026-08-03 02:53:55.158419,QR
TXN0024962,ACC0001388,ACC0000282,1788.46,P2P,2026-08-03 02:54:00.297371,UPI_APP
TXN0044046,ACC0002008,ACC0003943,1683.36,P2P,2026-08-03 02:54:02.022082,INTENT
TXN0014671,ACC0003509,ACC0001973,1005.78,P2P,2026-08-03 02:54:08.585470,QR
TXN0032434,ACC0002152,ACC0003891,4676.44,P2P,2026-08-03 02:54:26.297099,UPI_APP
TXN0047915,ACC0004223,ACC0001931,4572.17,REFUND,2026-08-03 02:54:54.582650,QR
TXN0048962,ACC0002954,ACC0000047,3653.43,P2M,2026-08-03 02:54:56.354799,QR
TXN0005778,ACC0001992,ACC0002412,750.77,P2P,2026-08-03 02:55:10.511689,UPI_APP
TXN0023052,ACC0000175,ACC0004189,1370.9,P2P,2026-08-03 02:55:11.946329,QR
TXN0036293,ACC0002339,ACC0000373,6297.53,P2P,2026-08-03 02:55:24.722232,QR
TXN0046304,ACC0000035,ACC0001143,89.5,P2M,2026-08-03 02:55:40.290415,UPI_APP
TXN0016323,ACC0003772,ACC0002010,1323.31,P2P,2026-08-03 02:55:42.034885,INTENT
TXN0036602,ACC0004079,ACC0002226,723.3,P2P,2026-08-03 02:55:45.832605,INTENT
TXN0028850,ACC0000593,ACC0002227,2001.43,P2M,2026-08-03 02:56:04.243457,QR
TXN0011138,ACC0002773,ACC0000624,2101.47,P2P,2026-08-03 02:56:35.616447,UPI_APP
TXN0044358,ACC0002757,ACC0000652,441.85,P2M,2026-08-03 02:56:41.711678,UPI_APP
TXN0046313,ACC0003269,ACC0002972,72.9,P2P,2026-08-03 02:56:44.377038,QR
TXN0036297,ACC0000397,ACC0000208,439.48,P2P,2026-08-03 02:57:03.733209,UPI_APP
TXN0039615,ACC0000653,ACC0004141,747.02,P2M,2026-08-03 02:57:07.275324,UPI_APP
TXN0017953,ACC0000540,ACC0002528,152.7,REFUND,2026-08-03 02:57:15.780759,UPI_APP
TXN0026756,ACC0000048,ACC0001141,2552.41,P2P,2026-08-03 02:57:22.235611,INTENT
TXN0012995,ACC0002255,ACC0002452,1150.13,P2P,2026-08-03 02:57:32.548345,QR
TXN0037463,ACC0004129,ACC0004232,604.47,P2P,2026-08-03 02:57:41.549703,QR
TXN0015236,ACC0000420,ACC0000407,573.24,P2P,2026-08-03 02:57:48.868452,INTENT
TXN0022726,ACC0003206,ACC0004130,2777.71,P2P,2026-08-03 02:57:59.472709,QR
TXN0021608,ACC0001150,ACC0004183,434.17,P2P,2026-08-03 02:58:09.264163,INTENT
TXN0010244,ACC0002971,ACC0000818,289.14,REFUND,2026-08-03 02:58:10.773134,QR
TXN0005537,ACC0002249,ACC0001119,435.59,P2M,2026-08-03 02:58:15.841646,INTENT
TXN0027667,ACC0004040,ACC0002766,2322.82,P2M,2026-08-03 02:58:17.457616,QR
TXN0031471,ACC0000611,ACC0000850,546.28,P2P,2026-08-03 02:58:20.731977,QR
TXN0035239,ACC0003544,ACC0000013,1060.16,P2P,2026-08-03 02:58:30.874431,QR
TXN0007925,ACC0002045,ACC0000258,289.46,P2P,2026-08-03 02:59:03.173228,UPI_APP
TXN0008730,ACC0002824,ACC0003691,2861.5,P2P,2026-08-03 02:59:10.148058,QR
TXN0024865,ACC0003695,ACC0000121,1193.08,P2P,2026-08-03 02:59:21.464374,QR
TXN0032194,ACC0002111,ACC0001214,801.56,P2P,2026-08-03 02:59:47.476656,INTENT
TXN0040469,ACC0001716,ACC0001544,469.95,P2P,2026-08-03 02:59:49.041969,INTENT
TXN0010683,ACC0003901,ACC0002503,579.52,P2M,2026-08-03 03:00:04.091363,UPI_APP
TXN0022102,ACC0004344,ACC0002345,907.9,P2M,2026-08-03 03:00:15.648433,INTENT
TXN0017418,ACC0000394,ACC0003535,202.99,P2P,2026-08-03 03:00:35.246542,UPI_APP
TXN0025867,ACC0000551,ACC0000736,2635.99,P2P,2026-08-03 03:00:35.684564,INTENT
TXN0017606,ACC0002129,ACC0001952,156.71,P2P,2026-08-03 03:00:39.676862,INTENT
TXN0048338,ACC0002538,ACC0004066,189.56,P2M,2026-08-03 03:00:42.837170,QR
TXN0001631,ACC0003166,ACC0000040,620.73,P2P,2026-08-03 03:01:07.903994,QR
TXN0013594,ACC0002099,ACC0003754,336.1,P2P,2026-08-03 03:01:22.638168,UPI_APP
TXN0005023,ACC0002093,ACC0002922,477.98,P2P,2026-08-03 03:01:24.349012,UPI_APP
TXN0023964,ACC0001626,ACC0002527,1702.04,P2P,2026-08-03 03:01:34.284399,INTENT
TXN0011143,ACC0001321,ACC0004325,479.54,P2M,2026-08-03 03:01:34.880804,UPI_APP
TXN0026522,ACC0000480,ACC0001313,569.51,P2P,2026-08-03 03:01:57.080567,UPI_APP
TXN0021870,ACC0002333,ACC0003237,2370.54,P2P,2026-08-03 03:02:04.498010,UPI_APP
TXN0028238,ACC0001547,ACC0002785,657.53,P2M,2026-08-03 03:02:34.768918,INTENT
TXN0039855,ACC0002341,ACC0003653,1946.25,P2P,2026-08-03 03:02:35.346471,INTENT
TXN0031570,ACC0000334,ACC0001001,7133.82,P2P,2026-08-03 03:02:44.171068,INTENT
TXN0041239,ACC0000856,ACC0000522,637.12,P2P,2026-08-03 03:02:52.125014,UPI_APP
TXN0003416,ACC0002355,ACC0002702,1079.63,P2P,2026-08-03 03:02:59.805473,UPI_APP
TXN0022264,ACC0003219,ACC0002202,1160.71,P2P,2026-08-03 03:03:03.646418,UPI_APP
TXN0026836,ACC0002259,ACC0002149,119.12,P2P,2026-08-03 03:03:21.694824,QR
TXN0037896,ACC0003158,ACC0002527,523.56,P2P,2026-08-03 03:03:23.150659,INTENT
TXN0026687,ACC0004133,ACC0002948,388.36,P2P,2026-08-03 03:03:27.890238,QR
TXN0023368,ACC0002721,ACC0004108,81.49,P2P,2026-08-03 03:03:30.342581,QR
TXN0021258,ACC0004049,ACC0002413,465.69,P2P,2026-08-03 03:03:55.209842,INTENT
TXN0029886,ACC0002160,ACC0002547,1172.13,P2M,2026-08-03 03:04:04.362128,QR
TXN0020325,ACC0001779,ACC0002694,1174.67,P2M,2026-08-03 03:04:07.988123,UPI_APP
TXN0021366,ACC0003314,ACC0002868,260.65,P2M,2026-08-03 03:04:10.402401,UPI_APP
TXN0027603,ACC0000857,ACC0001435,3847.61,P2P,2026-08-03 03:04:10.829040,QR
TXN0045045,ACC0001357,ACC0003206,920.72,P2P,2026-08-03 03:04:12.703411,QR
TXN0017168,ACC0002418,ACC0003372,406.49,P2P,2026-08-03 03:04:14.330900,UPI_APP
TXN0023476,ACC0000111,ACC0004373,2587.4,P2P,2026-08-03 03:04:23.360619,QR
TXN0015850,ACC0003140,ACC0003528,245.87,REFUND,2026-08-03 03:04:34.250051,INTENT
TXN0001110,ACC0002867,ACC0002855,122.15,REFUND,2026-08-03 03:04:57.244183,INTENT
TXN0027930,ACC0001162,ACC0003245,2331.03,REFUND,2026-08-03 03:05:05.798129,QR
TXN0043353,ACC0003082,ACC0002804,322.6,P2P,2026-08-03 03:05:14.492570,INTENT
TXN0001311,ACC0003317,ACC0001974,195.89,P2P,2026-08-03 03:05:25.904835,UPI_APP
TXN0030832,ACC0004154,ACC0002348,2336.38,P2M,2026-08-03 03:06:02.370944,INTENT
TXN0041732,ACC0000281,ACC0002157,121.16,P2P,2026-08-03 03:06:20.348787,QR
TXN0031583,ACC0004472,ACC0000353,468.26,P2P,2026-08-03 03:06:42.264765,QR
TXN0003801,ACC0002309,ACC0004252,345.15,P2P,2026-08-03 03:06:45.793939,INTENT
TXN0048956,ACC0001729,ACC0000534,308.39,P2M,2026-08-03 03:07:30.802482,UPI_APP
TXN0003850,ACC0001360,ACC0001169,1113.1,P2M,2026-08-03 03:07:41.347097,QR
TXN0023698,ACC0004254,ACC0003915,688.77,P2M,2026-08-03 03:07:49.289954,QR
TXN0045315,ACC0000968,ACC0004026,1561.38,P2P,2026-08-03 03:07:53.143631,INTENT
TXN0038051,ACC0002197,ACC0004028,646.64,P2M,2026-08-03 03:07:59.261591,QR
TXN0010031,ACC0001044,ACC0000792,1112.64,P2P,2026-08-03 03:08:01.871765,INTENT
TXN0045466,ACC0002148,ACC0003219,199.33,P2M,2026-08-03 03:08:09.660729,QR
TXN0010704,ACC0003418,ACC0000610,41.43,P2P,2026-08-03 03:08:32.753247,UPI_APP
TXN0034256,ACC0001581,ACC0000561,389.4,P2P,2026-08-03 03:09:02.709831,QR
TXN0034637,ACC0002256,ACC0004063,605.83,P2P,2026-08-03 03:09:19.034408,INTENT
TXN0000216,ACC0003219,ACC0003038,95.23,P2P,2026-08-03 03:09:20.229607,UPI_APP
TXN0034976,ACC0003287,ACC0003947,459.02,P2M,2026-08-03 03:09:22.158319,UPI_APP
TXN0026805,ACC0001867,ACC0003463,1212.41,P2P,2026-08-03 03:09:29.389179,QR
